,Unnamed: 0,Car,Location,Year,Kilometers_Driven,Owner_Type,Fuel_Type,Power,Price
554,602,62,10,8,60000,2,2,35.0,1.45
555,604,104,9,14,25000,2,1,108.5,9.45
556,605,51,0,13,73000,2,1,140.0,12.5
557,606,82,5,12,59962,2,1,83.8,6.9
558,607,40,6,10,72000,1,1,126.32,5.8
559,608,6,3,14,20967,2,1,258.0,44.56
560,609,49,1,13,35000,1,1,120.0,8.5
561,610,40,3,15,38056,2,1,126.2,10.7
562,611,4,10,7,94000,1,1,241.4,12.0
563,612,11,3,8,64236,2,2,76.0,2.44
564,613,47,8,0,124000,2,1,63.0,1.95
565,614,41,9,12,7400,2,2,82.0,4.35
566,615,100,5,15,52000,2,1,147.8,17.5
567,616,33,5,13,68764,2,2,55.2,2.9
568,617,103,4,11,64000,2,1,73.9,2.9
569,618,66,10,14,21558,2,1,88.5,8.9
570,619,5,9,11,37500,2,1,184.0,16.75
571,620,33,3,14,14077,2,2,55.2,3.95
572,621,27,9,7,70000,2,2,118.0,2.1
573,622,23,7,9,54316,1,2,177.6,4.29
574,623,52,5,7,90764,2,1,112.0,3.85
575,624,5,2,7,137000,1,1,170.0,9.0
576,625,27,10,11,127000,1,2,116.3,4.5
577,626,51,7,14,51884,2,1,140.0,12.46
578,627,43,4,12,67407,2,1,88.76,4.65
579,628,99,5,12,107825,2,1,168.5,20.5
580,629,47,2,4,82453,2,1,63.0,2.9
581,631,39,2,0,70000,0,2,62.3,0.65
582,632,78,9,14,11000,2,1,113.98,29.5
583,633,2,5,13,61000,2,1,174.33,25.0
584,634,43,4,11,48454,1,2,80.0,3.5
585,637,102,8,11,58000,2,1,138.03,5.9
586,638,41,6,15,28360,2,2,81.86,5.12
587,640,6,3,14,19658,2,1,190.0,35.84
588,641,22,5,5,92000,2,2,70.0,1.25
589,642,42,8,11,25000,2,2,78.9,2.65
590,643,40,3,14,37882,2,1,126.3,9.19
591,644,5,1,12,69330,2,1,181.0,23.5
592,645,71,4,9,61000,2,2,185.0,12.5
593,646,12,8,8,35000,1,2,79.4,1.5
594,647,39,6,2,200000,2,2,62.3,0.8
595,648,90,6,7,82000,1,1,67.68135135135135,0.75
596,649,51,4,10,72450,2,1,140.0,8.1
597,650,58,6,15,36381,2,1,88.5,9.75
598,651,76,3,15,25559,2,1,201.15,37.93
599,652,27,2,3,100000,0,2,78.0,1.96
600,653,99,6,13,94000,2,1,169.0,20.5
601,654,55,1,9,64357,2,2,67.1,2.75
602,656,43,2,7,47000,2,1,90.0,2.8
603,658,97,2,5,89000,2,2,125.0,3.0
604,659,1,3,12,49964,2,1,174.33,23.89
605,660,100,9,12,35000,2,1,100.6,12.75
606,661,37,6,12,64000,2,1,70.0,4.15
607,662,104,9,11,36000,2,2,105.0,4.65
608,663,100,4,10,78600,2,1,102.0,8.9
609,664,40,6,6,170000,1,1,110.0,1.5
610,665,63,10,13,65000,1,1,73.94,3.27
611,666,4,10,6,120300,1,1,241.4,18.0
612,667,43,10,14,21000,2,2,81.83,6.3
613,668,66,3,15,18108,2,1,88.5,11.31
614,669,27,10,12,58407,2,2,117.3,6.16
615,670,58,10,12,49500,2,2,91.1,6.0
616,671,81,7,11,37199,2,2,99.6,5.43
617,672,103,5,10,62000,2,1,73.9,4.65
618,673,61,5,13,59000,2,1,88.8,7.5
619,674,65,6,13,60000,2,1,74.0,6.25
620,675,76,1,5,39037,2,1,170.0,9.25
621,676,25,9,11,17003,2,2,86.8,3.15
622,677,42,5,6,80400,2,2,66.7,2.3
623,678,40,6,10,75200,2,1,126.32,5.25
624,679,58,7,15,41217,2,1,88.5,7.4
625,680,22,10,4,98293,1,2,70.0,1.55
626,681,103,10,15,54000,1,2,74.0,6.0
627,682,29,2,14,17377,2,2,88.7,5.9
628,683,24,1,11,33800,1,1,98.6,4.7
629,684,43,5,13,86157,2,1,88.73,6.5
630,685,63,5,10,146824,2,1,73.9,3.55
631,686,27,2,12,55000,2,2,116.3,7.1
632,687,89,5,8,53293,2,2,160.0,6.0
633,688,66,10,15,38000,2,1,88.5,7.99
634,689,43,1,7,64000,1,2,80.0,4.1
635,690,55,5,15,25058,2,2,67.1,3.95
636,691,33,7,14,36700,2,2,55.2,4.38
637,692,42,9,9,35000,2,2,78.9,2.75
638,694,1,5,12,48000,2,1,187.74,29.0
639,695,17,1,11,62084,2,1,98.59,6.6
640,697,100,1,15,64798,2,1,147.8,18.75
641,698,21,6,8,100002,0,1,68.0,1.28
642,699,11,10,4,78000,0,2,92.7,1.2
643,700,63,3,11,57717,2,2,85.8,4.31
644,701,46,2,9,109000,2,1,147.51,16.5
645,702,37,3,15,74515,2,2,82.0,5.64
646,703,19,3,15,50484,2,1,197.2,31.12
647,704,3,7,11,13452,2,1,167.6,25.46
648,705,40,7,15,37688,2,2,121.3,7.88
649,706,71,2,15,34000,2,1,204.0,36.0
650,707,75,10,12,120000,2,1,165.0,30.0
651,708,65,10,6,64000,1,2,85.8,2.85
652,709,27,4,9,100000,2,2,90.0,3.5
653,710,83,6,12,75000,2,1,83.8,7.5
654,711,76,5,10,86000,2,1,170.0,19.0
655,712,10,5,13,69000,2,1,258.0,54.0
656,713,41,7,13,41721,2,2,82.0,4.7
657,714,59,5,15,13000,2,2,81.8,8.5
658,715,5,8,11,38998,2,1,181.0,17.0
659,716,55,7,15,54250,2,2,47.3,3.51
660,717,0,1,11,45979,1,1,174.33,19.5
661,718,78,10,10,37000,1,2,181.0,17.0
662,719,4,3,13,46983,1,1,241.4,43.35
663,720,12,1,10,40700,2,1,57.6,2.65
664,721,67,7,13,43828,2,2,67.04,3.52
665,722,82,8,14,53000,2,1,108.5,6.25
666,723,5,0,13,100000,2,1,184.0,24.75
667,724,65,9,13,19000,2,2,83.14,5.25
668,726,17,7,16,37630,2,2,110.4,9.1
669,727,43,2,8,67714,2,2,80.0,3.25
670,729,40,10,8,51000,2,2,103.2,3.1
671,730,5,7,13,58390,2,1,184.0,19.86
672,731,37,8,15,14000,2,1,73.97,4.9
673,732,27,4,12,55818,1,2,117.3,5.7
674,733,65,2,4,97800,0,2,77.89052147239263,1.75
675,734,65,8,10,52241,2,1,74.0,2.9
676,735,56,3,16,25433,2,1,74.0,7.83
677,737,31,1,6,72000,1,2,94.0,2.0
678,738,65,5,14,54631,2,1,74.0,6.25
679,739,65,1,5,60000,1,1,77.89052147239263,3.4
680,740,93,3,14,24941,2,2,37.48,3.19
681,741,61,0,15,63939,2,1,88.5,7.75
682,742,57,4,12,35214,1,2,67.04,3.2
683,743,65,4,13,63000,2,1,74.0,4.9
684,744,104,7,10,121377,2,2,103.6,3.8
685,745,102,2,7,100970,2,1,105.0,4.0
686,746,78,5,12,60000,1,1,113.98,23.5
687,747,90,2,6,77650,2,1,53.5,1.15
688,748,39,5,5,71297,2,2,62.3,2.2
689,749,46,9,6,55001,1,1,189.6021052631579,26.5
690,750,27,1,13,18955,2,2,117.3,10.65
691,751,44,3,14,47877,2,1,187.7,35.68
692,752,71,7,15,43368,2,1,204.0,31.94
693,753,13,2,9,73000,0,1,147.9,4.2
694,754,51,0,13,72007,2,1,140.0,9.9
695,755,76,7,12,56778,2,2,186.0,15.46
696,756,29,7,16,20024,2,2,88.7,8.46
697,757,98,8,11,42103,2,2,88.73,3.25
698,758,55,5,10,67147,2,2,46.3,2.6
699,759,65,3,14,37806,2,2,81.8,5.2
700,760,54,10,7,85000,0,2,66.1,1.8
701,761,93,2,9,35000,2,2,37.48,1.6
702,762,21,8,13,72035,2,1,99.0,2.5
703,763,16,6,9,48500,2,2,90.0,2.5
704,764,21,3,15,28854,2,2,86.8,6.7
705,765,56,5,3,92450,2,2,94.0,1.2
706,766,5,3,14,14351,2,1,184.0,35.55
707,767,13,6,15,51087,2,1,163.7,7.75
708,768,49,2,3,50000,2,1,116.6,1.94
709,769,90,5,14,73000,2,1,69.0,2.2
710,770,13,0,9,60000,2,1,147.9,3.8
711,771,100,2,14,50000,2,1,102.0,15.65
712,772,76,3,16,36797,2,1,167.62,39.47
713,773,63,8,9,50000,1,2,85.8,1.5
714,774,100,0,11,94000,2,1,102.0,8.85
715,775,99,1,11,74000,1,1,168.5,17.9
716,776,42,3,12,41016,1,2,78.9,5.08
717,777,40,1,10,67000,2,1,126.32,6.25
718,778,2,1,13,76927,2,1,174.33,22.75
719,779,12,8,8,17088,2,2,79.4,1.46
720,780,20,10,5,112808,1,1,68.0,2.05
721,781,21,3,12,74980,2,1,68.0,4.08
722,782,57,5,12,44600,2,2,67.04,4.55
723,784,32,0,14,21000,2,2,121.3,10.9
724,785,67,1,8,81245,2,2,67.1,2.45
725,786,71,4,11,70000,2,1,170.0,15.8
726,787,17,9,15,4018,2,2,110.4,8.25
727,789,51,3,14,56532,2,1,140.0,15.54
728,790,62,5,11,26875,2,2,34.2,2.35
729,791,67,3,13,72599,2,2,67.04,4.32
730,792,19,6,6,205000,1,1,141.0,3.9
731,793,40,5,9,98000,1,1,126.32,5.2
732,794,43,9,16,19500,2,2,81.83,5.85
733,795,61,1,11,68000,1,2,93.7,6.25
734,796,51,3,17,19654,2,1,155.0,17.63
735,797,64,9,15,26000,2,1,88.5,9.75
736,799,103,5,9,75020,2,1,73.9,4.1
737,800,99,5,9,157000,2,1,168.5,11.99
738,801,51,7,15,43773,2,1,140.0,13.54
739,802,74,9,14,21000,2,1,201.15,56.0
740,803,29,2,14,23280,2,2,88.7,6.5
741,804,65,10,11,88000,2,1,74.0,4.75
742,805,40,5,12,67000,2,2,121.3,5.6
743,806,19,3,15,59636,2,1,197.0,29.2
744,807,43,8,16,11000,2,2,81.83,6.35
745,808,27,9,11,60669,2,2,116.3,4.95
746,809,24,5,16,12000,2,1,98.6,8.5
747,810,40,8,11,35000,2,2,121.3,4.5
748,811,30,2,13,65000,2,1,98.6,5.5
749,812,61,7,11,39929,2,1,88.8,6.56
750,813,55,10,12,49000,2,2,67.1,2.3
751,815,42,7,14,21456,2,2,78.9,4.55
752,816,86,1,7,74000,1,1,105.0,7.75
753,817,43,9,13,37000,1,2,81.83,5.25
754,818,6,3,11,108640,2,1,235.0,23.29
755,819,5,9,14,38000,2,1,190.0,23.99
756,820,11,10,8,80000,2,2,92.7,1.79
757,821,71,9,9,47000,1,1,203.0,13.9
758,822,1,8,11,31000,2,1,174.33,18.95
759,823,67,8,12,40000,2,2,67.04,2.49
760,824,84,6,14,4152,2,2,53.3,3.15
761,825,101,9,15,51000,2,1,108.62,6.45
762,826,103,0,11,55000,2,1,73.9,4.25
763,827,55,5,12,58500,2,2,47.3,2.75
764,828,43,7,15,58620,2,2,81.83,7.14
765,829,98,9,10,29605,2,2,76.90978723404255,2.44
766,830,43,6,10,71172,0,2,80.0,3.5
767,831,43,2,15,12000,2,1,88.73,7.3
768,832,67,8,12,25000,2,2,67.04,2.75
769,833,43,1,15,43000,1,1,88.73,8.2
770,834,103,9,13,57022,2,2,103.6,6.51
771,835,21,10,13,92000,2,1,68.05,4.25
772,836,65,3,12,33372,1,2,85.8,6.21
773,837,37,7,14,52625,2,1,70.0,4.58
774,838,52,2,14,215000,2,1,118.3,7.5
775,839,55,4,10,65537,2,0,38.4,2.1
776,840,42,3,12,60138,2,2,68.05,4.09
777,841,87,9,12,84000,2,1,141.0,10.75
778,842,10,9,12,47000,2,1,258.0,41.5
779,843,57,5,12,33450,2,2,67.04,4.4
780,844,104,6,11,125000,1,1,103.6,6.25
781,845,5,10,9,99606,1,1,181.0,10.5
782,846,61,9,12,64000,2,1,88.8,7.25
783,847,21,5,11,51000,2,1,68.05,3.2
784,848,103,9,12,57000,2,2,74.0,3.95
785,849,1,3,7,48040,1,1,241.38,12.07
786,850,100,10,15,43200,2,1,147.8,18.6
787,851,40,4,11,66000,2,1,126.3,5.7
788,852,39,8,11,31000,2,2,62.1,1.75
789,853,0,4,9,46000,1,1,147.51,10.99
790,854,0,8,10,47346,2,1,147.51,14.5
791,855,86,6,7,100000,2,1,105.0,3.11
792,856,26,3,13,63856,2,2,153.86,13.96
793,857,40,3,13,72996,2,1,126.32,7.11
794,858,30,2,12,23000,2,1,98.6,6.9
795,859,43,3,16,15985,2,2,81.83,7.77
796,860,100,8,9,98000,1,1,102.0,5.5
797,861,43,5,12,70089,2,2,81.83,5.35
798,862,47,2,9,99000,1,1,63.0,4.5
799,863,104,6,12,72000,2,1,103.2,4.75
800,864,44,3,13,44194,2,1,187.7,32.8
801,865,68,9,3,102000,2,2,60.0,0.7
802,866,71,3,16,56652,2,1,258.0,50.29
803,867,99,9,8,41650,1,1,171.0,10.99
804,868,37,3,13,61717,2,2,82.0,5.57
805,869,41,6,16,25302,2,1,73.97,5.9
806,870,32,3,14,47016,2,2,121.3,9.43
807,871,42,1,8,69000,2,2,78.9,2.9
808,872,25,4,14,32700,2,2,86.8,3.68
809,873,99,3,13,101337,2,1,168.5,21.67
810,874,0,0,9,59000,2,1,140.0,12.5
811,875,100,7,16,41736,2,1,171.5,19.92
812,876,27,6,12,71649,2,1,98.6,6.75
813,877,27,7,13,80606,2,1,98.6,6.96
814,878,84,6,15,63262,2,2,67.0,3.25
815,879,65,5,16,5456,2,1,74.0,8.65
816,880,57,10,15,7500,2,2,67.04,5.0
817,881,51,4,9,66000,2,1,140.0,5.5
818,882,42,6,8,66770,1,2,78.9,2.6
819,883,42,7,12,58472,2,2,68.05,3.41
820,884,59,8,9,46687,2,2,81.8,2.7
821,887,76,9,9,48000,1,2,184.0,9.75
822,888,81,9,11,47000,2,1,84.8,4.25
823,889,67,0,13,51530,2,2,67.1,3.2
824,890,65,1,12,25789,1,1,74.0,6.85
825,891,24,4,13,48000,2,1,98.6,4.5
826,892,65,4,10,52000,2,1,74.0,3.55
827,893,31,5,8,95637,1,0,93.7,1.9
828,894,49,5,6,131000,2,1,120.0,3.6
829,895,71,7,13,42076,2,1,201.1,21.8
830,896,99,9,10,76000,1,1,168.5,13.5
831,898,27,4,8,43000,1,2,116.3,3.75
832,899,96,10,16,17000,2,2,158.2,32.0
833,900,27,3,14,60805,2,1,98.6,8.07
834,901,102,7,10,58775,2,1,138.1,5.64
835,902,1,5,11,70181,2,1,174.33,23.99
836,903,61,3,14,85827,2,1,88.76,7.5
837,904,76,6,14,58205,2,1,167.62,27.0
838,905,65,9,6,91000,1,1,73.9,2.85
839,906,83,10,10,74000,2,1,108.45,6.35
840,907,63,5,8,79324,2,1,73.9,3.3
841,908,65,1,11,38623,2,2,85.8,5.0
842,909,65,3,12,59923,2,1,74.0,6.46
843,910,33,6,15,23360,2,2,55.2,3.75
844,911,68,7,1,61495,0,2,60.0,1.52
845,912,60,3,10,56661,2,2,73.0,3.61
846,913,3,3,15,40318,2,1,174.3,43.74
847,914,2,2,12,60000,2,1,174.33,20.0
848,916,65,5,8,130000,2,1,73.9,3.65
849,918,10,5,14,76000,2,1,258.0,58.0
850,919,27,9,13,30000,2,2,117.3,8.65
851,920,91,4,13,150000,2,1,69.01,2.5
852,921,104,2,12,28000,2,2,103.6,7.75
853,922,57,1,13,74000,2,2,67.04,4.15
854,923,99,4,9,75000,2,1,171.0,10.85
855,925,102,10,12,64889,2,1,105.0,11.5
856,927,32,8,13,43000,2,1,126.2,9.25
857,928,85,10,9,47490,2,2,75.0,2.29
858,929,17,2,13,80000,2,1,98.59,7.0
859,930,68,1,5,60000,1,2,64.0,1.65
860,931,58,0,15,6006,2,2,91.1,8.25
861,932,76,7,9,71703,2,2,181.03,9.14
862,933,24,5,14,33000,2,2,86.7,6.5
863,934,98,8,10,60000,2,1,76.90978723404255,2.95
864,935,83,6,13,91000,2,1,83.8,5.75
865,937,103,8,9,43000,1,2,73.9,2.1
866,938,32,3,15,63770,2,1,126.2,13.55
867,939,44,8,10,43510,2,1,270.9,20.5
868,940,45,9,15,52000,2,1,170.0,20.0
869,941,46,7,16,31427,2,1,177.0,59.72
870,942,56,8,14,29000,2,1,74.0,6.5
871,943,58,0,14,56000,2,1,88.5,7.5
872,944,64,6,5,76000,1,2,104.68,2.15
873,945,34,3,13,53615,2,1,126.24,8.44
874,946,79,1,11,132000,2,1,175.56,12.49
875,947,101,10,15,14800,2,2,73.75,5.48
876,948,63,5,11,35433,2,2,85.8,4.2
877,949,40,5,11,82966,2,1,110.0,7.2
878,950,65,6,12,96000,2,1,74.0,4.8
879,951,48,7,15,39528,2,1,77.0,5.83
880,952,100,3,16,92056,2,1,147.8,18.39
881,953,56,10,14,14930,2,2,83.1,5.85
882,954,29,9,14,38000,2,1,98.6,6.21
883,955,43,4,11,71000,2,2,80.0,3.65
884,956,43,4,10,71000,2,1,90.0,3.7
885,957,76,10,13,50000,2,1,167.62,30.0
886,958,41,7,14,48163,2,2,82.0,4.85
887,959,37,3,15,19168,2,2,82.0,6.93
888,960,55,8,14,26000,2,2,47.3,2.6
889,963,89,9,10,95000,2,2,157.75,10.0
890,964,0,8,7,34000,2,1,147.51,9.95
891,965,100,9,12,95000,1,1,102.0,9.45
892,966,70,3,15,13689,2,1,136.0,28.25
893,967,42,6,6,84000,1,2,68.05,1.8
894,968,65,8,6,47000,1,2,85.8,1.4
895,969,88,0,13,60001,2,1,103.52,7.25
896,970,63,5,10,96000,2,1,73.9,3.6
897,971,31,6,2,47300,1,2,94.0,1.2
898,972,24,3,12,28246,1,2,86.7,4.94
899,973,67,4,5,65000,1,2,67.1,1.25
900,974,103,2,11,68000,1,1,73.9,4.8
901,975,19,7,17,11209,2,1,158.0,31.15
902,976,43,10,9,41980,1,2,80.0,3.3
903,977,12,1,10,65000,2,1,57.6,2.4
904,978,28,8,8,38000,2,2,130.2,2.0
905,979,67,10,12,51000,2,2,67.04,3.1
906,980,88,7,12,33855,2,2,103.6,5.09
907,981,56,10,4,146000,1,2,94.0,1.05
908,982,17,1,13,47037,1,1,98.59,7.0
909,983,31,0,8,58000,1,2,94.0,2.5
910,984,6,9,10,61240,2,1,190.0,17.5
911,985,55,2,9,91211,2,2,67.1,2.1
912,986,2,1,11,84000,2,1,174.33,17.75
913,988,97,1,3,67000,1,2,125.0,2.45
914,990,29,8,14,27210,2,1,98.6,5.85
915,991,58,4,15,26322,2,1,88.5,8.9
916,992,65,9,14,9107,2,2,81.8,5.15
917,993,76,7,13,63983,2,1,170.0,16.56
918,994,67,2,8,134000,1,2,67.0,1.65
919,996,39,10,6,93000,2,2,62.0,1.45
920,997,65,3,15,24852,2,1,74.0,8.08
921,998,37,10,12,37632,2,2,82.0,4.5
922,999,81,2,11,55000,1,2,97.7,4.3
923,1000,54,5,8,81448,2,2,66.1,2.6
924,1001,84,5,16,1900,2,2,53.3,4.45
925,1002,40,3,10,54957,2,2,121.4,5.37
926,1003,67,2,6,55000,1,2,67.0,1.75
927,1004,5,8,11,21983,2,1,184.0,16.5
928,1005,6,4,11,76000,2,1,177.0,19.0
929,1006,91,6,14,65000,2,1,69.01,2.8
930,1007,43,5,13,26000,2,1,88.73,6.2
931,1008,62,7,17,11571,2,2,34.2,3.8
932,1009,65,5,12,81000,2,1,74.0,6.1
933,1010,18,3,17,23154,2,1,98.96,11.65
934,1011,25,9,12,26856,2,2,86.8,4.15
935,1012,100,2,15,67489,2,1,147.8,16.5
936,1013,49,1,6,176000,1,1,120.0,4.3
937,1014,43,8,8,18000,2,2,80.0,2.25
938,1015,40,0,12,63003,2,1,126.32,6.75
939,1016,51,2,12,80000,2,1,140.0,9.4
940,1017,104,3,12,56658,2,1,108.5,5.39
941,1018,65,7,17,18592,2,1,74.0,8.51
942,1019,92,10,8,75695,2,2,88.8,1.85
943,1020,65,8,10,82000,1,1,74.0,2.5
944,1021,103,2,11,60000,2,1,73.9,4.75
945,1022,27,10,7,138000,1,2,118.0,3.5
946,1023,43,1,12,67000,2,1,90.0,5.5
947,1024,27,3,10,42750,2,2,118.0,6.33
948,1025,12,7,12,52398,2,1,57.6,2.47
949,1026,15,7,12,36657,2,2,62.1,3.3
950,1028,72,4,12,85000,2,1,254.8,38.75
951,1029,6,10,6,112500,2,1,235.0,7.99
952,1030,99,7,11,105072,2,1,174.5,13.28
953,1031,8,10,10,80000,2,2,150.0,9.5
954,1033,41,3,14,14656,2,1,71.0,6.99
955,1034,5,5,8,105000,1,1,170.0,11.0
956,1035,6,5,6,61000,1,2,215.0,11.0
957,1036,80,10,8,85046,1,2,75.0,2.3
958,1037,44,4,12,48000,2,1,187.7,26.5
959,1038,46,1,9,55000,2,1,308.0,67.0
960,1039,45,9,15,4000,2,2,160.0,17.75
961,1040,26,4,8,94000,1,2,152.0,4.8
962,1041,65,3,11,61110,2,2,85.8,4.57
963,1042,41,2,14,80000,2,1,71.0,3.5
964,1043,82,7,13,43190,2,1,108.5,7.61
965,1044,0,5,13,45000,2,1,187.74,25.0
966,1045,37,3,14,44178,2,2,82.0,5.88
967,1046,100,5,13,84415,2,1,100.6,13.5
968,1047,43,8,13,35000,2,2,80.0,4.6
969,1048,17,8,11,44000,2,1,98.59,4.9
970,1049,27,5,10,67635,2,2,118.0,5.25
971,1050,17,3,16,18385,2,2,121.36,12.41
972,1051,103,8,12,35000,2,1,73.9,3.8
973,1052,76,9,8,49000,2,1,170.0,8.95
974,1053,18,5,11,69000,2,1,89.84,7.2
975,1054,91,5,15,23228,2,2,65.0,4.5
976,1055,65,4,12,68462,2,1,74.0,4.15
977,1057,83,10,12,90000,2,1,108.45,7.25
978,1058,67,4,14,22000,2,2,67.1,3.7
979,1059,39,5,8,58163,2,2,62.0,2.45
980,1060,12,2,9,109500,0,1,57.6,1.5
981,1061,51,4,15,13363,2,1,140.0,12.0
982,1062,42,4,10,51000,1,2,68.05,2.2
983,1064,42,8,7,43002,2,2,78.9,1.92
984,1065,100,1,14,108000,2,1,171.5,20.5
985,1066,86,6,8,82407,2,1,106.0,4.25
986,1067,37,8,11,29000,2,2,82.0,3.2
987,1068,98,10,10,225000,1,1,76.90978723404255,2.6
988,1069,65,8,12,45000,2,1,74.0,3.85
989,1070,43,7,8,93401,2,1,90.0,3.48
990,1071,21,5,15,95802,1,1,99.0,4.55
991,1072,61,10,14,130000,2,1,88.5,7.0
992,1073,61,0,11,67443,2,1,88.8,5.75
993,1074,27,7,14,47681,2,2,116.3,8.73
994,1075,55,5,7,35000,2,2,46.3,1.7
995,1076,19,5,14,68000,2,1,197.0,29.5
996,1077,66,7,17,34688,2,1,88.5,10.49
997,1079,65,10,14,58000,2,1,74.0,7.55
998,1080,95,9,12,40000,2,2,88.7,3.95
999,1082,85,9,7,86000,2,1,70.0,2.75
1000,1083,97,8,13,45000,2,1,87.2,7.35
1001,1084,101,0,15,55000,2,2,73.75,4.7
1002,1085,32,7,14,36855,1,2,121.3,8.77
1003,1086,42,7,11,46821,2,2,78.9,3.42
1004,1087,12,8,13,120000,2,2,76.8,2.5
1005,1088,44,8,10,29000,2,1,270.9,20.0
1006,1089,82,9,12,40000,2,2,102.5,5.25
1007,1090,2,4,11,60000,1,1,174.33,14.5
1008,1091,42,9,9,64984,2,2,78.9,3.45
1009,1092,55,10,13,73204,2,2,67.1,3.3
1010,1093,4,1,12,50000,2,1,335.2,51.0
1011,1094,66,8,15,35000,2,1,88.5,6.5
1012,1095,33,5,11,17729,2,2,55.2,3.65
1013,1097,40,7,12,89614,2,1,126.2,6.01
1014,1098,67,8,13,14000,2,2,67.1,2.8
1015,1099,43,2,10,50000,2,2,80.0,4.0
1016,1100,27,4,12,62505,2,2,117.3,5.95
1017,1101,100,2,9,248000,1,1,102.0,9.2
1018,1102,40,10,10,94900,2,1,110.0,5.35
1019,1104,4,3,13,53735,1,1,241.4,38.94
1020,1105,67,3,6,53934,1,2,67.1,2.69
1021,1106,6,1,11,58500,1,1,218.0,27.5
1022,1107,24,8,12,48000,2,2,86.7,2.75
1023,1108,55,9,14,24000,2,2,47.3,2.8
1024,1109,40,9,14,52001,2,2,121.3,6.45
1025,1110,94,3,16,9565,2,2,84.0,5.88
1026,1111,65,10,11,32953,2,2,85.8,4.65
1027,1112,33,6,12,18000,2,2,55.2,2.5
1028,1113,71,7,16,20446,2,2,191.34,51.35
1029,1114,43,5,14,33016,2,1,88.73,6.85
1030,1115,98,2,10,48000,2,1,67.05,5.25
1031,1116,97,3,12,72022,2,1,87.2,9.23
1032,1117,78,0,12,34000,2,1,113.98,22.0
1033,1118,103,5,12,69000,2,1,88.8,5.19
1034,1119,89,10,7,108000,2,2,157.75,4.35
1035,1120,71,5,11,34700,2,1,170.0,24.5
1036,1121,65,10,13,79000,2,1,75.0,5.75
1037,1122,27,7,14,58197,2,2,117.3,9.19
1038,1123,7,10,6,66000,1,2,321.0,10.75
1039,1124,42,1,7,60000,2,2,80.0,2.99
1040,1125,65,8,12,57000,2,1,74.0,3.89
1041,1126,27,3,16,45555,2,1,98.6,11.73
1042,1127,62,3,14,55137,2,2,35.0,3.11
1043,1128,89,6,12,93325,1,1,138.1,14.45
1044,1129,61,0,16,38000,2,1,88.5,8.7
1045,1130,37,7,14,57738,2,1,70.0,5.04
1046,1131,58,6,15,38282,2,1,88.5,8.5
1047,1132,76,4,12,64000,2,1,170.0,15.65
1048,1134,71,1,8,83000,2,2,204.0,16.5
1049,1135,68,0,9,76000,2,0,67.1,2.0
1050,1136,104,10,10,67200,2,2,103.6,3.9
1051,1137,5,6,11,62655,2,1,184.0,14.5
1052,1138,6,1,13,16900,2,1,258.0,44.0
1053,1139,37,4,15,8471,2,2,81.86,5.0
1054,1140,100,5,14,69000,2,1,171.5,19.75
1055,1141,83,3,15,30090,2,1,108.45,11.44
1056,1142,90,2,9,120000,2,1,75.0,1.75
1057,1143,65,1,11,23000,2,1,77.89052147239263,5.6
1058,1144,71,7,14,35939,2,2,185.0,30.42
1059,1145,51,3,11,116694,2,1,140.0,9.57
1060,1146,47,9,14,40448,2,1,62.1,3.5
1061,1147,66,3,16,64456,2,1,88.5,10.46
1062,1149,24,7,14,51672,2,2,88.76,5.68
1063,1150,89,9,13,56073,2,2,157.75,13.25
1064,1151,44,1,9,65000,2,1,270.9,16.0
1065,1152,67,2,11,79000,2,2,67.1,3.0
1066,1153,39,8,5,43206,2,2,62.3,0.99
1067,1154,97,9,8,70200,2,2,138.1,5.0
1068,1155,65,4,14,42000,2,2,85.0,4.75
1069,1156,103,1,12,62000,2,2,74.0,5.35
1070,1157,37,5,15,20000,2,2,81.86,5.98
1071,1158,64,2,9,80000,0,1,88.8,3.5
1072,1159,37,7,16,50234,2,2,81.86,4.77
1073,1160,56,4,14,50003,2,2,83.1,5.45
1074,1162,65,6,14,54897,2,1,74.0,7.3
1075,1163,90,10,5,108995,2,2,65.3,1.25
1076,1164,64,2,13,73000,2,1,118.0,8.25
1077,1165,65,0,6,65000,2,2,88.2,2.71
1078,1166,41,8,14,32000,2,2,82.0,3.6
1079,1167,43,0,8,65000,2,2,80.0,3.0
1080,1168,57,5,14,21600,2,2,67.04,4.65
1081,1169,76,9,8,39000,2,1,170.0,9.5
1082,1170,65,9,9,58075,2,2,85.8,2.95
1083,1171,104,9,9,58000,2,2,103.6,3.0
1084,1172,65,5,13,58000,2,1,74.0,5.95
1085,1173,97,4,6,89000,2,2,138.1,4.0
1086,1174,28,4,6,72000,2,2,130.0,2.5
1087,1175,17,8,15,1800,2,2,110.4,11.37
1088,1176,16,10,8,172050,1,1,93.0,2.25
1089,1177,42,6,11,46230,2,2,68.05,3.1
1090,1179,43,6,16,5000,2,2,81.83,6.5
1091,1180,27,0,12,66000,2,1,98.6,5.7
1092,1181,100,0,11,119000,2,1,100.0,8.0
1093,1182,84,2,14,45000,2,2,53.3,2.6
1094,1183,54,5,7,66149,2,2,66.1,2.45
1095,1184,69,7,12,42070,2,2,120.7,11.57
1096,1185,67,8,10,35503,2,2,67.1,2.3
1097,1186,65,6,14,41460,2,1,74.0,5.9
1098,1187,40,9,13,40600,2,2,121.3,7.2
